,Count,RMSE,R2,Bias
0,842,22.32,0.41,2.1
1,842,19.69,0.54,2.1
2,842,22.03,0.42,0.15
3,842,23.36,0.35,1.42
4,842,21.2,0.47,-0.24
5,842,20.37,0.51,0.0
6,842,19.81,0.53,2.91
7,842,21.81,0.44,-1.05
8,842,19.57,0.55,0.09
9,842,21.4,0.46,2.19
10,842,21.22,0.47,2.22
11,842,21.25,0.46,-1.24
12,842,22.48,0.4,4.96
13,842,22.36,0.41,1.32
14,842,22.71,0.39,-1.53
15,842,21.81,0.44,1.83
16,842,20.75,0.49,0.63
17,842,21.54,0.45,-0.2
18,842,20.78,0.49,-0.35
19,842,23.31,0.36,0.57
