,Count,RMSE,R2,Bias
0,842,21.76,0.44,2.13
1,842,19.92,0.53,2.32
2,842,21.63,0.44,0.16
3,842,23.12,0.37,1.68
4,842,21.42,0.46,-0.66
5,842,20.13,0.52,-0.37
6,842,19.34,0.56,2.26
7,842,21.65,0.44,-0.81
8,842,19.45,0.55,-0.04
9,842,21.75,0.44,2.73
10,842,20.46,0.5,2.14
11,842,21.54,0.45,-1.69
12,842,22.13,0.42,3.71
13,842,21.9,0.43,0.72
14,842,22.3,0.41,-1.67
15,842,21.72,0.44,1.44
16,842,20.83,0.49,0.17
17,842,21.55,0.45,-0.65
18,842,21.27,0.46,0.53
19,842,22.96,0.37,0.13
