,Count,RMSE,R2,Bias
0,842,23.11,0.37,0.63
1,842,20.44,0.5,0.53
2,842,23.28,0.36,-0.76
3,842,25.78,0.21,-0.82
4,842,23.78,0.33,-1.16
5,842,23.9,0.32,-3.36
6,842,21.28,0.46,1.97
7,842,24.62,0.28,-0.74
8,842,21.88,0.43,-1.38
9,842,22.3,0.41,-2.34
10,842,21.41,0.46,1.21
11,842,23.58,0.34,-3.47
12,842,22.63,0.39,1.38
13,842,23.88,0.32,0.27
14,842,23.35,0.35,-1.46
15,842,22.12,0.42,1.22
16,842,22.37,0.41,-0.5
17,842,22.52,0.4,-1.13
18,842,22.71,0.39,3.12
19,842,24.71,0.28,-0.09
