,Count,RMSE,R2,Bias
0,842,21.47,0.45,2.04
1,842,19.89,0.53,1.34
2,842,21.45,0.45,-0.96
3,842,23.29,0.36,1.25
4,842,21.7,0.44,-0.93
5,842,20.14,0.52,0.13
6,842,19.25,0.56,2.26
7,842,22.16,0.42,-0.56
8,842,18.72,0.58,-1.27
9,842,20.9,0.48,0.88
10,842,20.41,0.51,1.37
11,842,21.16,0.47,-1.75
12,842,22.05,0.42,3.6
13,842,21.98,0.43,0.05
14,842,22.38,0.41,-1.79
15,842,21.27,0.46,1.07
16,842,20.18,0.52,0.31
17,842,21.11,0.47,-0.5
18,842,20.22,0.52,0.99
19,842,23.51,0.34,0.14
