,Count,RMSE,R2,Bias
0,842,20.94,0.48,2.46
1,842,20.12,0.52,2.23
2,842,20.84,0.48,-0.13
3,842,22.69,0.39,1.66
4,842,21.03,0.48,-0.22
5,842,19.78,0.54,0.56
6,842,19.77,0.54,2.85
7,842,21.46,0.45,-0.38
8,842,19.11,0.57,0.18
9,842,21.62,0.45,3.29
10,842,20.3,0.51,1.86
11,842,21.28,0.46,-1.26
12,842,21.67,0.44,3.86
13,842,21.79,0.44,0.19
14,842,21.25,0.46,-0.48
15,842,21.61,0.45,1.33
16,842,20.29,0.51,1.21
17,842,21.3,0.46,0.35
18,842,20.6,0.5,1.1
19,842,22.7,0.39,0.32
