,Count,RMSE,R2,Bias
0,842,21.18,0.47,1.62
1,842,19.87,0.53,0.68
2,842,19.85,0.53,-0.19
3,842,21.42,0.46,0.49
4,842,20.73,0.49,-0.24
5,842,20.01,0.52,-0.42
6,842,20.23,0.51,2.12
7,842,21.59,0.45,-1.04
8,842,18.81,0.58,-0.2
9,842,20.28,0.51,1.85
10,842,20.43,0.5,2.22
11,842,21.02,0.48,-0.68
12,842,20.95,0.48,2.53
13,842,20.55,0.5,-0.22
14,842,20.49,0.5,0.23
15,842,21.19,0.47,-0.22
16,842,19.38,0.55,0.99
17,842,20.26,0.51,-0.37
18,842,20.05,0.52,-0.4
19,842,22.34,0.41,-0.11
