,Count,RMSE,R2,Bias
0,128,32.3,0.57,-8.32
1,128,31.47,0.59,-1.37
2,128,32.23,0.57,-9.41
3,128,33.34,0.55,-5.99
4,128,30.54,0.62,-6.08
5,128,32.75,0.56,-6.45
6,128,33.74,0.53,-9.41
7,128,30.68,0.61,-8.24
8,128,33.07,0.55,-2.75
9,128,33.26,0.55,-2.01
10,128,30.79,0.61,-7.22
11,128,31.01,0.61,-5.88
12,128,34.7,0.51,-6.5
13,128,29.69,0.64,-2.6
14,128,31.39,0.6,-6.71
15,128,31.06,0.61,-3.61
16,128,31.95,0.58,-2.88
17,128,31.08,0.6,-5.18
18,128,34.94,0.5,-6.36
19,128,32.38,0.57,-1.75
