,Count,RMSE,R2,Bias
0,128,30.39,0.62,-2.99
1,128,33.29,0.55,0.87
2,128,33.88,0.53,-8.97
3,128,33.71,0.54,-5.9
4,128,30.7,0.61,-2.51
5,128,32.98,0.56,-6.68
6,128,34.88,0.5,-5.63
7,128,32.31,0.57,-3.53
8,128,33.14,0.55,-0.14
9,128,34.71,0.51,-1.38
10,128,32.74,0.56,-6.36
11,128,32.18,0.58,0.52
12,128,36.09,0.47,-8.91
13,128,32.0,0.58,0.48
14,128,33.77,0.53,-5.36
15,128,32.54,0.57,1.08
16,128,34.4,0.52,-0.48
17,128,34.83,0.5,-2.18
18,128,37.19,0.43,-5.53
19,128,33.14,0.55,-0.57
