,Count,RMSE,R2,Bias
0,128,30.55,0.62,-4.17
1,128,32.74,0.56,2.08
2,128,32.82,0.56,-7.62
3,128,32.69,0.56,-3.97
4,128,30.57,0.62,-2.4
5,128,32.98,0.55,-5.89
6,128,34.31,0.52,-6.88
7,128,31.39,0.6,-5.14
8,128,33.14,0.55,-0.82
9,128,34.11,0.52,-0.58
10,128,31.54,0.59,-6.08
11,128,31.61,0.59,-1.12
12,128,33.78,0.53,-7.04
13,128,30.17,0.63,1.71
14,128,32.33,0.57,-5.15
15,128,31.5,0.59,1.49
16,128,33.43,0.54,-0.63
17,128,33.52,0.54,-1.65
18,128,37.06,0.44,-5.37
19,128,31.73,0.59,1.1
