,Count,RMSE,R2,Bias
0,128,32.12,0.58,-8.08
1,128,31.45,0.6,-1.38
2,128,32.14,0.58,-9.22
3,128,33.33,0.55,-5.97
4,128,30.55,0.62,-6.1
5,128,32.74,0.56,-6.47
6,128,33.65,0.54,-9.28
7,128,30.68,0.61,-8.18
8,128,33.09,0.55,-2.75
9,128,33.25,0.55,-1.96
10,128,30.8,0.61,-7.25
11,128,30.84,0.61,-5.54
12,128,32.93,0.56,-8.02
13,128,29.68,0.64,-2.48
14,128,31.38,0.6,-6.73
15,128,31.07,0.61,-3.6
16,128,31.99,0.58,-2.97
17,128,31.07,0.61,-5.19
18,128,34.89,0.5,-6.28
19,128,32.38,0.57,-1.81
