,Count,RMSE,R2,Bias
0,128,31.39,0.6,-5.27
1,128,32.9,0.56,0.91
2,128,32.55,0.57,-7.01
3,128,34.28,0.52,-3.9
4,128,30.9,0.61,-2.74
5,128,33.36,0.54,-5.79
6,128,34.9,0.5,-7.97
7,128,30.99,0.61,-6.35
8,128,33.34,0.55,-1.09
9,128,34.43,0.52,-1.05
10,128,31.56,0.59,-7.07
11,128,31.6,0.59,-1.58
12,128,34.38,0.52,-7.64
13,128,30.35,0.62,1.3
14,128,31.69,0.59,-5.52
15,128,31.68,0.59,0.13
16,128,33.28,0.55,-1.3
17,128,32.7,0.56,-1.72
18,128,36.03,0.47,-5.03
19,128,31.88,0.58,2.25
