,Count,RMSE,R2,Bias
0,128,29.8,0.64,-2.84
1,128,32.75,0.56,1.96
2,128,32.74,0.56,-7.37
3,128,32.95,0.56,-5.52
4,128,30.5,0.62,-2.31
5,128,31.9,0.58,-6.59
6,128,34.31,0.52,-5.44
7,128,31.88,0.58,-3.65
8,128,32.94,0.56,-0.16
9,128,34.31,0.52,-0.4
10,128,32.25,0.57,-6.13
11,128,31.42,0.6,-0.19
12,128,34.5,0.51,-7.86
13,128,30.88,0.61,0.91
14,128,32.87,0.56,-5.45
15,128,32.15,0.58,0.9
16,128,33.67,0.54,-0.58
17,128,33.99,0.53,-2.41
18,128,36.88,0.44,-5.78
19,128,31.95,0.58,0.46
