,Count,RMSE,R2,Bias
0,842,20.66,0.49,4.03
1,842,20.27,0.51,1.53
2,842,18.25,0.6,1.25
3,842,21.07,0.47,2.27
4,842,19.38,0.55,0.45
5,842,19.24,0.56,0.78
6,842,18.77,0.58,1.14
7,842,20.02,0.52,1.27
8,842,19.08,0.57,0.25
9,842,20.8,0.49,4.03
10,842,19.48,0.55,0.34
11,842,19.37,0.55,1.22
12,842,19.19,0.56,3.11
13,842,21.29,0.46,1.85
14,842,19.64,0.54,1.33
15,842,19.77,0.54,0.51
16,842,19.02,0.57,1.35
17,842,20.45,0.5,1.76
18,842,19.34,0.56,1.31
19,842,20.81,0.49,2.64
