,Count,RMSE,R2,Bias
0,842,20.99,0.48,4.26
1,842,20.39,0.51,1.83
2,842,18.26,0.6,1.29
3,842,21.07,0.47,2.31
4,842,19.47,0.55,0.32
5,842,19.4,0.55,0.84
6,842,18.84,0.58,0.97
7,842,20.02,0.52,1.38
8,842,19.09,0.57,0.58
9,842,20.96,0.48,3.98
10,842,19.53,0.55,0.37
11,842,19.42,0.55,1.18
12,842,19.26,0.56,2.86
13,842,21.24,0.46,1.84
14,842,19.74,0.54,1.31
15,842,19.81,0.53,0.27
16,842,19.25,0.56,1.81
17,842,20.55,0.5,1.94
18,842,19.53,0.55,1.21
19,842,21.03,0.48,2.47
