,Count,RMSE,R2,Bias
0,842,25.65,0.22,1.46
1,842,26.05,0.19,3.31
2,842,24.07,0.31,3.01
3,842,23.92,0.32,1.22
4,842,26.44,0.17,2.53
5,842,24.44,0.29,0.1
6,842,24.88,0.27,1.28
7,842,26.44,0.17,5.39
8,842,27.2,0.12,5.13
9,842,26.19,0.19,2.73
10,842,28.72,0.02,6.9
11,842,26.32,0.18,5.83
12,842,26.66,0.16,6.23
13,842,25.71,0.22,2.99
14,842,26.53,0.17,3.87
15,842,27.14,0.13,2.71
16,842,24.72,0.28,1.4
17,842,27.22,0.12,3.22
18,842,25.33,0.24,0.84
19,842,27.26,0.12,4.32
