,Count,RMSE,R2,Bias
0,842,20.16,0.52,3.16
1,842,19.67,0.54,1.76
2,842,19.92,0.53,1.12
3,842,20.83,0.49,1.08
4,842,19.94,0.53,0.69
5,842,20.42,0.51,-0.55
6,842,19.84,0.53,2.15
7,842,20.71,0.49,1.54
8,842,19.8,0.53,1.03
9,842,19.37,0.55,2.73
10,842,20.07,0.52,1.76
11,842,20.88,0.48,0.6
12,842,19.44,0.55,1.75
13,842,21.58,0.45,1.61
14,842,19.52,0.55,0.02
15,842,20.34,0.51,1.74
16,842,19.89,0.53,1.24
17,842,19.72,0.54,0.74
18,842,21.07,0.47,1.09
19,842,21.77,0.44,1.42
