,Count,RMSE,R2,Bias
0,842,24.98,0.26,-6.9
1,842,24.73,0.27,-8.27
2,842,24.34,0.3,-5.59
3,842,24.54,0.29,-5.67
4,842,25.25,0.24,8.0
5,842,23.3,0.36,-1.73
6,842,23.02,0.37,-0.95
7,842,24.04,0.31,-1.95
8,842,25.22,0.25,-8.73
9,842,24.25,0.3,-6.18
10,842,23.87,0.32,-4.09
11,842,24.19,0.31,-2.12
12,842,23.78,0.33,-2.23
13,842,24.39,0.29,-6.04
14,842,23.85,0.32,-5.82
15,842,24.68,0.28,-7.58
16,842,23.5,0.34,-1.81
17,842,24.16,0.31,0.47
18,842,23.84,0.33,-5.48
19,842,24.22,0.3,2.02
