,Count,RMSE,R2,Bias
0,128,35.04,0.5,-2.74
1,128,31.85,0.58,-6.56
2,128,34.88,0.5,-7.64
3,128,32.62,0.56,-6.1
4,128,31.24,0.6,-6.43
5,128,33.95,0.53,-4.74
6,128,32.79,0.56,0.78
7,128,30.91,0.61,-5.38
8,128,34.18,0.52,-0.72
9,128,31.81,0.59,-1.05
10,128,32.52,0.57,-2.58
11,128,33.2,0.55,0.17
12,128,35.25,0.49,-6.73
13,128,32.9,0.56,-8.31
14,128,30.78,0.61,-5.42
15,128,31.27,0.6,-5.5
16,128,33.85,0.53,-6.0
17,128,32.44,0.57,-8.61
18,128,36.36,0.46,-0.62
19,128,30.14,0.63,-5.42
