,Count,RMSE,R2,Bias
0,128,32.85,0.56,-11.55
1,128,32.88,0.56,-6.37
2,128,32.51,0.57,-9.03
3,128,33.9,0.53,-10.11
4,128,33.04,0.55,-8.38
5,128,32.34,0.57,-10.27
6,128,35.51,0.48,-10.6
7,128,30.93,0.61,-10.34
8,128,33.34,0.55,-6.94
9,128,32.35,0.57,-6.75
10,128,31.13,0.6,-9.14
11,128,30.52,0.62,-7.06
12,128,34.18,0.52,-9.32
13,128,31.49,0.59,-8.06
14,128,32.75,0.56,-8.7
15,128,33.06,0.55,-5.87
16,128,32.58,0.57,-7.25
17,128,31.8,0.59,-7.69
18,128,34.1,0.52,-7.97
19,128,33.74,0.53,-6.36
