,Count,RMSE,R2,Bias
0,128,34.7,0.51,-3.79
1,128,33.1,0.55,-7.5
2,128,35.44,0.49,-4.73
3,128,35.62,0.48,-3.11
4,128,33.17,0.55,-6.25
5,128,37.65,0.42,-1.2
6,128,35.1,0.5,2.93
7,128,34.05,0.53,-3.33
8,128,35.78,0.48,-4.23
9,128,35.48,0.49,0.56
10,128,33.52,0.54,-2.05
11,128,34.15,0.52,0.17
12,128,35.2,0.49,-3.92
13,128,34.7,0.51,-5.99
14,128,34.61,0.51,-1.45
15,128,32.15,0.58,-8.1
16,128,33.88,0.53,-4.9
17,128,33.21,0.55,-6.7
18,128,38.72,0.39,4.0
19,128,33.97,0.53,-5.82
