,Count,RMSE,R2,Bias
0,128,32.1,0.58,0.85
1,128,32.39,0.57,-1.71
2,128,34.56,0.51,-3.33
3,128,33.33,0.55,-1.01
4,128,31.52,0.59,1.75
5,128,34.21,0.52,0.15
6,128,35.12,0.5,7.1
7,128,32.96,0.56,0.92
8,128,34.92,0.5,2.94
9,128,34.56,0.51,4.54
10,128,32.58,0.57,3.36
11,128,35.17,0.49,8.27
12,128,33.45,0.54,2.49
13,128,34.27,0.52,2.31
14,128,34.17,0.52,4.0
15,128,32.84,0.56,0.17
16,128,33.26,0.55,2.23
17,128,32.93,0.56,-0.66
18,128,40.65,0.32,10.5
19,128,33.82,0.53,1.44
