,Count,RMSE,R2,Bias
0,128,36.67,0.45,-10.45
1,128,35.86,0.47,-9.82
2,128,40.32,0.33,-13.02
3,128,39.58,0.36,-12.21
4,128,34.38,0.52,-6.91
5,128,39.25,0.37,-12.16
6,128,39.89,0.35,1.75
7,128,37.05,0.44,0.75
8,128,37.13,0.44,-1.54
9,128,35.59,0.48,-10.88
10,128,35.11,0.5,0.19
11,128,36.84,0.44,3.19
12,128,36.67,0.45,-2.76
13,128,34.9,0.5,-1.74
14,128,38.66,0.39,0.99
15,128,35.99,0.47,-7.64
16,128,36.79,0.45,-5.98
17,128,34.93,0.5,-3.79
18,128,40.92,0.31,0.49
19,128,37.51,0.42,-2.31
