,Count,RMSE,R2,Bias
0,842,19.69,0.54,4.49
1,842,19.53,0.55,2.86
2,842,18.78,0.58,0.88
3,842,21.36,0.46,3.29
4,842,18.64,0.59,0.97
5,842,18.87,0.58,1.48
6,842,18.22,0.61,1.72
7,842,19.2,0.56,1.86
8,842,18.54,0.59,1.48
9,842,21.15,0.47,5.28
10,842,19.11,0.57,0.91
11,842,19.6,0.54,2.34
12,842,20.09,0.52,3.41
13,842,20.08,0.52,2.82
14,842,19.79,0.54,2.23
15,842,20.2,0.52,1.78
16,842,18.66,0.59,1.5
17,842,19.4,0.55,3.8
18,842,18.83,0.58,0.84
19,842,20.87,0.48,3.3
