,Count,RMSE,R2,Bias
0,842,24.98,0.26,-6.91
1,842,24.73,0.27,-8.27
2,842,24.34,0.3,-5.59
3,842,24.54,0.29,-5.68
4,842,25.25,0.24,7.99
5,842,23.29,0.36,-1.74
6,842,23.02,0.37,-0.97
7,842,24.04,0.31,-1.96
8,842,25.22,0.25,-8.75
9,842,24.25,0.3,-6.19
10,842,23.87,0.32,-4.1
11,842,24.18,0.31,-2.12
12,842,23.78,0.33,-2.23
13,842,24.39,0.29,-6.05
14,842,23.85,0.32,-5.83
15,842,24.68,0.28,-7.59
16,842,23.49,0.35,-1.82
17,842,24.15,0.31,0.46
18,842,23.84,0.33,-5.49
19,842,24.22,0.3,2.01
