,Count,RMSE,R2,Bias
0,842,19.89,0.53,4.31
1,842,19.66,0.54,1.76
2,842,20.05,0.52,1.0
3,842,21.23,0.47,3.5
4,842,19.96,0.53,-0.13
5,842,20.01,0.52,1.28
6,842,18.74,0.58,0.98
7,842,19.12,0.57,2.28
8,842,18.72,0.58,0.17
9,842,20.29,0.51,3.25
10,842,19.29,0.56,1.97
11,842,19.92,0.53,0.39
12,842,20.6,0.5,3.26
13,842,21.15,0.47,3.7
14,842,19.95,0.53,1.77
15,842,20.6,0.5,1.91
16,842,18.68,0.59,1.21
17,842,19.29,0.56,3.01
18,842,19.66,0.54,0.74
19,842,21.43,0.46,3.46
