,Count,RMSE,R2,Bias
0,842,26.69,0.15,1.88
1,842,27.15,0.13,2.34
2,842,24.87,0.27,3.71
3,842,24.15,0.31,1.42
4,842,26.81,0.15,0.46
5,842,24.71,0.28,0.74
6,842,25.2,0.25,1.96
7,842,26.47,0.17,5.78
8,842,26.39,0.17,4.17
9,842,26.42,0.17,1.41
10,842,28.22,0.05,5.05
11,842,26.81,0.15,5.21
12,842,25.33,0.24,1.79
13,842,26.39,0.17,5.81
14,842,25.97,0.2,2.51
15,842,26.96,0.14,0.66
16,842,26.68,0.16,1.67
17,842,27.83,0.08,3.7
18,842,25.24,0.24,2.88
19,842,25.62,0.22,3.16
