,Count,RMSE,R2,Bias
0,842,20.45,0.5,2.53
1,842,19.76,0.54,1.91
2,842,20.03,0.52,1.63
3,842,20.66,0.49,1.2
4,842,19.56,0.55,1.3
5,842,19.1,0.57,0.37
6,842,18.91,0.58,2.45
7,842,20.39,0.51,0.58
8,842,18.91,0.58,1.67
9,842,19.68,0.54,4.12
10,842,19.48,0.55,1.25
11,842,20.1,0.52,0.13
12,842,20.71,0.49,3.78
13,842,21.85,0.43,1.07
14,842,20.2,0.52,0.87
15,842,20.2,0.52,1.49
16,842,20.14,0.52,0.85
17,842,21.1,0.47,-0.57
18,842,20.26,0.51,1.25
19,842,21.18,0.47,2.0
