,Count,RMSE,R2,Bias
0,842,20.3,0.51,2.7
1,842,19.57,0.55,1.51
2,842,19.61,0.54,0.87
3,842,20.42,0.51,0.88
4,842,19.5,0.55,1.09
5,842,19.32,0.56,0.23
6,842,19.03,0.57,1.8
7,842,20.11,0.52,-0.64
8,842,18.68,0.59,1.64
9,842,20.1,0.52,4.93
10,842,19.94,0.53,1.62
11,842,19.72,0.54,0.37
12,842,20.09,0.52,4.02
13,842,21.62,0.45,1.04
14,842,20.04,0.52,0.1
15,842,20.12,0.52,1.3
16,842,19.87,0.53,0.63
17,842,20.8,0.49,-0.94
18,842,19.65,0.54,1.13
19,842,21.03,0.48,1.46
