,Count,RMSE,R2,Bias
0,842,27.93,0.07,2.26
1,842,27.41,0.11,2.44
2,842,24.98,0.26,3.98
3,842,23.92,0.32,0.24
4,842,27.3,0.12,0.5
5,842,24.9,0.26,1.24
6,842,24.18,0.31,1.27
7,842,25.88,0.21,5.19
8,842,26.85,0.14,4.26
9,842,26.96,0.14,2.49
10,842,29.49,-0.03,5.77
11,842,27.37,0.11,5.17
12,842,25.72,0.22,2.69
13,842,25.16,0.25,4.57
14,842,25.93,0.2,3.19
15,842,26.77,0.15,0.54
16,842,26.37,0.17,1.65
17,842,26.54,0.16,3.62
18,842,24.15,0.31,1.97
19,842,25.3,0.24,3.23
