,Count,RMSE,R2,Bias
0,842,19.93,0.53,1.34
1,842,20.23,0.51,1.21
2,842,20.78,0.49,0.34
3,842,22.14,0.42,-0.02
4,842,21.2,0.47,0.09
5,842,20.76,0.49,-1.17
6,842,20.38,0.51,1.6
7,842,22.11,0.42,-0.74
8,842,20.19,0.52,1.19
9,842,20.33,0.51,3.14
10,842,20.59,0.5,1.37
11,842,21.7,0.44,-0.59
12,842,20.6,0.5,2.95
13,842,22.5,0.4,0.37
14,842,19.9,0.53,-0.92
15,842,20.39,0.51,1.94
16,842,21.38,0.46,0.31
17,842,21.1,0.47,-1.41
18,842,22.03,0.42,2.17
19,842,21.61,0.45,0.82
