,Count,RMSE,R2,Bias
0,842,19.1,0.57,5.37
1,842,19.13,0.57,3.23
2,842,18.64,0.59,1.73
3,842,20.04,0.52,3.27
4,842,18.92,0.58,1.53
5,842,19.08,0.57,0.7
6,842,18.24,0.61,1.76
7,842,18.49,0.59,1.69
8,842,18.31,0.6,2.36
9,842,18.82,0.58,2.8
10,842,19.03,0.57,1.65
11,842,17.94,0.62,1.39
12,842,19.49,0.55,3.81
13,842,20.48,0.5,3.7
14,842,18.3,0.6,1.68
15,842,19.5,0.55,2.56
16,842,18.35,0.6,2.23
17,842,18.59,0.59,3.65
18,842,19.0,0.57,1.53
19,842,20.04,0.52,2.81
