,Count,RMSE,R2,Bias
0,842,25.22,0.24,1.5
1,842,25.94,0.2,3.54
2,842,24.18,0.31,2.88
3,842,24.37,0.3,1.42
4,842,26.23,0.18,2.38
5,842,24.66,0.28,-0.0
6,842,25.01,0.26,0.95
7,842,26.65,0.16,5.17
8,842,26.52,0.17,4.42
9,842,26.03,0.2,2.38
10,842,28.47,0.04,6.54
11,842,26.25,0.18,5.65
12,842,25.75,0.21,5.14
13,842,26.33,0.18,3.67
14,842,26.89,0.14,4.1
15,842,27.16,0.12,2.41
16,842,24.82,0.27,1.19
17,842,26.97,0.14,3.62
18,842,25.24,0.24,0.83
19,842,27.0,0.13,3.82
