,Count,RMSE,R2,Bias
0,842,20.28,0.51,5.18
1,842,19.74,0.54,2.42
2,842,18.29,0.6,0.43
3,842,21.1,0.47,3.34
4,842,19.04,0.57,0.94
5,842,19.08,0.57,1.24
6,842,18.67,0.59,2.02
7,842,18.75,0.58,1.96
8,842,18.01,0.62,1.55
9,842,20.99,0.48,3.39
10,842,19.42,0.55,0.71
11,842,19.4,0.55,1.54
12,842,19.89,0.53,3.39
13,842,20.88,0.48,3.38
14,842,19.52,0.55,2.2
15,842,20.57,0.5,2.06
16,842,18.89,0.58,1.32
17,842,20.04,0.52,3.75
18,842,18.85,0.58,0.98
19,842,20.63,0.49,2.28
