,Count,RMSE,R2,Bias
0,842,20.08,0.52,4.81
1,842,19.53,0.55,2.39
2,842,18.28,0.6,0.57
3,842,21.2,0.47,3.43
4,842,19.03,0.57,1.21
5,842,19.09,0.57,0.91
6,842,18.73,0.58,2.04
7,842,18.66,0.59,2.29
8,842,17.99,0.62,1.33
9,842,21.02,0.48,3.65
10,842,19.32,0.56,0.82
11,842,19.28,0.56,1.59
12,842,19.99,0.53,3.45
13,842,20.75,0.49,3.05
14,842,19.48,0.55,2.04
15,842,20.61,0.5,2.19
16,842,18.8,0.58,0.96
17,842,19.79,0.54,3.66
18,842,18.75,0.58,1.22
19,842,20.57,0.5,2.42
