,Count,RMSE,R2,Bias
0,842,21.27,0.46,1.7
1,842,20.8,0.49,1.11
2,842,20.52,0.5,-0.29
3,842,21.72,0.44,0.22
4,842,21.12,0.47,0.56
5,842,19.25,0.56,0.59
6,842,19.02,0.57,1.07
7,842,21.35,0.46,-0.75
8,842,19.18,0.56,0.58
9,842,21.4,0.46,5.31
10,842,18.79,0.58,1.46
11,842,20.8,0.49,-0.64
12,842,21.66,0.44,4.46
13,842,22.39,0.4,-0.15
14,842,20.16,0.52,0.28
15,842,21.11,0.47,1.45
16,842,21.67,0.44,0.1
17,842,20.86,0.48,-1.67
18,842,20.27,0.51,0.41
19,842,21.52,0.45,1.81
