,Count,RMSE,R2,Bias
0,842,21.29,0.46,1.52
1,842,20.78,0.49,0.95
2,842,20.39,0.51,-0.3
3,842,21.64,0.44,-0.02
4,842,21.38,0.46,1.31
5,842,19.38,0.55,0.87
6,842,19.36,0.56,1.13
7,842,21.22,0.47,-1.57
8,842,19.26,0.56,1.0
9,842,21.77,0.44,5.41
10,842,19.46,0.55,1.32
11,842,20.88,0.48,-0.36
12,842,21.23,0.47,5.06
13,842,22.37,0.41,-0.38
14,842,20.42,0.51,-0.16
15,842,21.12,0.47,1.49
16,842,21.54,0.45,-0.14
17,842,20.85,0.48,-1.78
18,842,20.22,0.51,0.69
19,842,21.55,0.45,1.34
