,Count,RMSE,R2,Bias
0,842,27.71,0.09,1.76
1,842,27.17,0.12,2.74
2,842,25.46,0.23,4.59
3,842,23.86,0.32,0.7
4,842,28.36,0.05,0.28
5,842,25.76,0.21,2.1
6,842,24.95,0.26,0.5
7,842,27.12,0.13,5.02
8,842,26.55,0.16,4.18
9,842,26.85,0.14,2.3
10,842,29.97,-0.07,5.47
11,842,27.97,0.07,5.96
12,842,26.18,0.19,2.69
13,842,24.94,0.26,3.7
14,842,25.95,0.2,2.89
15,842,27.16,0.12,0.24
16,842,27.38,0.11,2.15
17,842,27.93,0.07,3.8
18,842,24.77,0.27,2.68
19,842,25.23,0.24,3.02
