,Count,RMSE,R2,Bias
0,842,20.95,0.48,1.1
1,842,20.49,0.5,0.21
2,842,20.35,0.51,-0.93
3,842,21.7,0.44,-0.11
4,842,21.53,0.45,-0.25
5,842,19.01,0.57,0.53
6,842,18.66,0.59,0.95
7,842,21.35,0.46,-0.54
8,842,19.03,0.57,-0.23
9,842,21.11,0.47,4.29
10,842,18.68,0.59,0.94
11,842,20.55,0.5,-0.8
12,842,21.18,0.47,4.56
13,842,22.34,0.41,-0.39
14,842,19.8,0.53,-0.36
15,842,20.45,0.5,1.2
16,842,21.1,0.47,-0.47
17,842,21.4,0.46,-1.42
18,842,19.83,0.53,0.97
19,842,21.71,0.44,1.79
