,Count,RMSE,R2,Bias
0,842,22.21,0.41,2.23
1,842,21.72,0.44,1.81
2,842,20.34,0.51,0.22
3,842,22.0,0.43,0.48
4,842,21.15,0.47,2.26
5,842,19.74,0.54,0.99
6,842,19.88,0.53,1.79
7,842,21.19,0.47,-0.76
8,842,19.47,0.55,2.01
9,842,22.94,0.38,6.95
10,842,20.7,0.49,2.49
11,842,21.41,0.46,0.73
12,842,22.66,0.39,6.59
13,842,22.39,0.41,-0.02
14,842,21.29,0.46,0.98
15,842,22.25,0.41,2.39
16,842,21.76,0.44,0.89
17,842,20.88,0.48,-0.19
18,842,21.3,0.46,1.19
19,842,22.01,0.43,1.74
